temperature,humidity,wind_speed,solar_radiation,heat_index,wbgt,utci,vulnerability_score,population_density,hour,day_of_year,heat_exposure_duration,htsi
39.75,52.06,1.71,940.12,55.44,35.87,42.53,63.5,3100.0,11,174,1.0,67.17
39.3,55.78,1.41,937.99,56.6,36.21,42.31,34.95,3100.0,11,118,1.0,63.73
30.84,87.03,2.28,13.48,42.88,29.58,30.88,80.51,4200.0,3,94,0.0,49.48
37.28,61.31,1.23,631.44,53.26,34.44,39.62,76.26,9200.0,15,163,5.0,61.46
27.8,90.63,2.21,57.25,33.24,27.04,28.09,74.86,9200.0,3,110,0.0,43.96
28.98,82.51,3.15,0.0,35.25,27.26,28.76,60.17,4900.0,4,160,0.0,41.3
27.78,79.45,4.12,57.44,31.49,25.86,27.67,77.48,9200.0,23,156,0.0,40.38
30.52,85.52,2.38,0.0,41.14,29.08,30.45,32.37,4900.0,4,136,0.0,43.57
32.02,79.03,2.77,314.62,44.02,30.41,32.86,61.49,8500.0,7,173,0.0,51.1
34.52,55.33,1.11,694.15,41.62,31.37,37.05,80.79,8500.0,9,172,0.0,56.21
38.34,68.12,2.03,443.63,62.47,35.55,39.73,75.06,8500.0,16,124,6.0,63.11
34.87,59.63,1.3,480.41,44.5,31.54,36.7,75.78,3100.0,8,157,0.0,54.84
28.36,79.91,2.21,27.19,33.01,26.45,28.48,81.63,3100.0,21,158,0.0,40.27
29.43,75.3,6.24,2.6,34.86,26.95,28.55,79.99,4200.0,18,90,0.0,40.24
39.55,51.28,1.59,920.83,54.2,35.6,42.36,71.21,4900.0,13,157,3.0,66.93
32.4,79.01,2.56,205.27,45.4,30.6,32.99,75.29,9200.0,7,101,0.0,50.79
35.27,68.75,3.43,528.67,50.62,32.64,36.28,40.46,3100.0,8,149,0.0,53.77
31.36,83.24,1.77,48.14,43.36,29.77,31.67,60.69,9200.0,21,116,0.0,46.35
38.82,48.14,5.2,768.36,49.88,33.29,39.26,62.22,8500.0,10,145,0.0,57.35
32.2,86.62,1.97,0.0,48.17,30.85,32.23,76.57,9200.0,22,112,0.0,51.74
29.66,79.82,4.25,0.0,36.6,27.64,29.18,41.01,4200.0,0,114,0.0,39.67
42.07,50.47,1.6,946.13,62.33,37.81,44.95,82.12,9200.0,13,110,3.0,72.21
26.99,84.3,2.37,14.5,30.13,25.52,27.05,60.08,4200.0,4,150,0.0,37.71
28.51,86.65,2.96,0.0,34.71,27.22,28.36,43.38,8500.0,20,152,0.0,40.75
39.89,49.17,1.01,899.01,53.84,36.08,43.11,40.62,4200.0,13,141,3.0,63.01
29.02,83.54,5.93,4.65,35.6,27.41,28.28,46.77,3100.0,3,177,0.0,39.24
28.19,86.56,2.77,11.38,33.73,26.92,28.15,71.93,8500.0,21,114,0.0,42.25
32.22,83.49,2.16,0.0,46.76,30.53,32.18,65.02,8500.0,22,144,0.0,49.5
26.2,87.91,4.69,70.42,28.45,25.17,26.16,63.87,9200.0,0,135,0.0,37.66
28.82,80.92,2.74,0.0,34.43,26.94,28.68,43.63,4200.0,21,121,0.0,38.14
27.17,88.14,3.14,0.0,31.02,26.05,27.03,45.63,9200.0,22,144,0.0,36.13
28.65,85.48,0.9,0.0,34.9,27.24,28.88,64.15,8500.0,18,94,0.0,42.99
31.17,80.25,3.24,238.92,41.53,29.55,31.68,35.37,8500.0,7,125,0.0,45.05
43.85,55.54,0.89,879.28,74.66,40.79,47.28,76.75,9200.0,14,138,4.0,75.2
27.26,84.89,1.34,41.63,30.88,25.92,27.62,68.46,4200.0,20,147,0.0,40.6
38.77,58.15,2.94,844.88,56.45,35.17,40.6,50.31,9200.0,14,128,4.0,63.2
35.27,77.97,0.63,479.85,56.41,34.7,37.64,69.24,3100.0,8,169,0.0,62.57
28.1,88.45,2.5,0.0,33.78,27.0,28.04,72.04,4200.0,20,174,0.0,41.99
34.07,67.71,2.21,484.12,45.89,31.5,35.51,74.11,4200.0,8,150,0.0,55.07
38.02,65.52,3.13,674.06,59.05,35.12,39.41,73.53,8500.0,9,98,0.0,64.57
27.37,81.02,2.72,8.04,30.69,25.55,27.32,38.44,8500.0,19,95,0.0,35.38
29.19,87.51,2.48,0.0,37.08,27.97,29.12,61.72,4900.0,20,124,0.0,43.81
36.13,65.81,2.23,477.93,51.98,33.19,37.51,42.12,3100.0,8,128,0.0,55.55
28.69,89.03,1.37,0.0,35.79,27.64,28.84,61.24,4200.0,2,111,0.0,42.9
26.07,92.67,2.6,29.19,28.33,25.46,26.2,43.53,4900.0,19,130,0.0,36.31
40.3,52.65,2.93,801.17,57.76,35.7,41.96,64.13,9200.0,10,94,0.0,63.62
28.99,79.73,2.29,23.89,34.67,27.03,29.07,80.2,8500.0,5,131,0.0,42.61
30.16,88.5,1.36,0.0,40.82,29.03,30.33,62.25,4200.0,1,176,0.0,46.55
26.43,90.61,1.74,0.0,29.2,25.56,26.52,44.32,4900.0,6,170,0.0,37.72
31.68,77.41,1.76,233.36,42.18,29.86,32.62,60.43,4900.0,17,165,0.0,49.37
28.92,84.71,0.63,0.0,35.55,27.43,29.21,39.69,4200.0,1,176,0.0,40.25
34.08,58.3,3.18,434.36,41.69,30.11,34.94,70.71,4200.0,16,169,0.0,48.86
40.77,51.25,1.39,739.24,58.32,36.39,43.27,73.24,8500.0,10,156,0.0,66.76
41.23,50.61,5.68,937.52,59.41,36.01,41.59,73.28,3100.0,11,119,1.0,66.5
26.0,90.4,3.41,20.84,28.05,25.15,25.98,35.89,4900.0,18,146,0.0,34.79
27.71,89.21,1.2,0.0,32.73,26.69,27.89,45.7,4200.0,21,175,0.0,38.99
30.46,86.25,1.1,2.23,41.17,29.1,30.71,80.73,4900.0,23,162,0.0,49.1
28.63,82.61,4.44,104.94,34.26,27.08,28.58,36.66,4900.0,6,118,0.0,37.26
29.09,87.12,0.65,75.57,36.67,28.12,29.81,42.53,3100.0,19,126,0.0,43.84
29.47,88.16,4.99,0.0,38.24,28.32,28.88,76.33,3100.0,5,176,0.0,43.54
28.67,79.78,2.62,45.64,33.8,26.76,28.77,64.94,3100.0,20,102,0.0,41.2
30.31,83.1,2.2,0.0,39.61,28.62,30.27,62.97,4200.0,23,121,0.0,44.65
26.0,87.43,0.68,0.0,27.94,24.83,26.22,78.51,3100.0,0,135,0.0,39.33
34.16,63.83,1.1,466.23,44.34,31.47,36.07,44.7,4900.0,16,112,0.0,51.41
41.3,55.68,2.35,883.28,64.06,37.39,43.52,32.17,4200.0,10,134,0.0,67.27
28.42,78.36,0.67,0.0,32.87,26.28,28.66,38.26,3100.0,21,106,0.0,36.89
33.05,78.73,5.13,213.3,47.71,31.1,32.82,36.07,9200.0,17,174,0.0,47.91
29.18,83.51,0.55,71.99,36.08,27.85,29.91,36.35,4200.0,20,155,0.0,42.32
36.39,63.65,2.87,414.15,51.59,32.94,37.3,59.78,3100.0,16,95,6.0,54.04
27.73,82.21,0.74,0.0,31.73,26.0,27.96,81.69,4200.0,6,107,0.0,42.11
33.05,64.38,3.4,523.37,41.31,30.01,34.12,70.0,8500.0,16,111,0.0,51.79
27.77,88.08,1.19,11.28,32.71,26.66,28.02,79.13,3100.0,19,122,0.0,44.31
32.39,71.59,3.62,505.16,42.19,30.17,33.39,40.17,9200.0,8,119,0.0,49.64
32.28,58.31,3.05,430.28,37.2,28.45,33.23,62.52,9200.0,16,170,0.0,45.89
26.0,87.71,2.48,0.0,27.95,24.85,25.98,44.84,3100.0,19,121,0.0,34.59
28.34,86.16,5.44,30.69,34.09,27.04,27.87,60.15,4900.0,21,131,0.0,39.66
29.33,87.54,2.66,0.0,37.59,28.12,29.23,71.26,3100.0,21,167,0.0,42.7
33.07,76.76,5.0,284.56,46.79,30.99,33.05,57.88,3100.0,7,99,0.0,48.96
34.09,69.15,1.28,471.68,46.66,31.96,35.94,78.66,4200.0,16,125,0.0,57.06
27.38,80.52,2.27,32.19,30.67,25.56,27.52,72.95,9200.0,6,123,0.0,39.37
30.53,85.01,4.17,52.57,41.01,29.12,30.27,37.09,8500.0,0,162,0.0,43.55
40.67,57.17,4.35,954.79,62.87,36.67,41.87,45.3,4200.0,12,117,2.0,65.78
28.86,91.21,5.97,0.0,36.89,28.03,28.13,44.88,9200.0,22,100,0.0,40.23
26.58,86.77,2.43,29.83,29.32,25.39,26.71,45.21,8500.0,18,167,0.0,36.16
28.16,90.0,0.95,24.27,34.25,27.29,28.54,59.56,9200.0,23,128,0.0,43.07
28.11,81.12,3.53,0.0,32.57,26.27,27.85,43.21,4900.0,18,136,0.0,36.38
35.62,73.58,2.32,474.32,54.95,33.63,36.99,45.57,8500.0,16,108,6.0,57.07
44.13,50.59,4.31,940.45,70.42,38.81,45.11,75.36,4200.0,12,104,2.0,74.65
42.08,63.28,2.86,624.72,75.01,38.59,43.4,72.44,3100.0,15,117,5.0,71.44
33.3,76.49,1.44,241.94,47.53,31.41,34.39,42.59,4200.0,7,113,0.0,49.45
28.71,85.71,2.43,38.96,35.13,27.4,28.85,62.91,3100.0,18,161,0.0,41.44
32.98,73.39,3.36,274.12,44.92,30.6,33.47,47.88,8500.0,17,98,0.0,47.83
30.0,81.67,2.72,0.0,38.14,28.16,29.84,37.32,3100.0,0,136,0.0,38.69
39.58,48.84,2.06,890.59,52.61,34.93,41.97,41.97,4900.0,13,122,3.0,61.5
29.16,87.08,0.74,2.1,36.88,27.91,29.46,77.91,9200.0,18,151,0.0,45.4
38.22,55.47,2.3,772.89,52.66,34.34,40.24,77.38,9200.0,14,108,4.0,64.85
30.44,67.94,0.5,244.04,35.59,28.14,31.88,41.08,4900.0,17,156,0.0,42.45
26.0,81.99,1.76,0.0,27.74,24.3,26.06,65.9,9200.0,1,163,0.0,36.25
26.27,83.3,1.43,0.0,28.37,24.69,26.38,44.67,4900.0,21,129,0.0,34.4
35.28,67.97,4.27,492.82,50.19,32.41,35.85,36.22,4200.0,16,136,6.0,52.97
33.31,76.65,1.02,222.86,47.65,31.49,34.52,62.76,9200.0,17,154,0.0,52.75
29.02,81.94,0.78,3.7,35.22,27.25,29.3,77.75,9200.0,5,118,0.0,43.11
26.18,83.98,3.44,0.0,28.21,24.67,26.02,62.78,3100.0,18,139,0.0,35.96
28.6,83.74,2.53,0.0,34.39,27.01,28.52,66.28,9200.0,3,102,0.0,41.62
26.82,85.44,4.24,0.0,29.82,25.44,26.52,34.22,4900.0,0,90,0.0,33.53
31.04,77.27,1.62,230.94,40.05,29.25,32.02,75.42,8500.0,7,123,0.0,49.25
29.75,83.57,1.7,3.8,37.9,28.13,29.86,37.53,9200.0,22,137,0.0,42.79
26.76,77.1,1.42,0.0,28.99,24.55,26.85,61.81,3100.0,6,166,0.0,36.04
29.72,86.27,1.58,31.94,38.55,28.44,30.01,81.63,9200.0,2,137,0.0,46.43
39.56,62.26,4.19,603.09,62.76,35.87,40.18,63.91,4900.0,9,138,0.0,63.41
36.72,59.13,6.8,628.28,49.96,32.64,36.4,40.4,3100.0,9,153,0.0,52.69
26.0,88.62,6.79,14.61,27.99,24.96,25.49,60.19,4900.0,18,150,0.0,34.23
39.58,47.44,2.05,955.38,51.7,34.85,42.13,61.86,9200.0,13,118,3.0,63.86
27.67,86.24,0.78,8.37,32.17,26.38,27.98,44.84,4200.0,1,128,0.0,39.57
28.85,81.25,0.5,0.0,34.6,27.01,29.15,41.08,3100.0,0,177,0.0,39.99
26.99,87.68,1.27,73.28,30.48,26.03,27.51,37.59,4900.0,22,115,0.0,38.37
27.16,84.83,1.98,31.69,30.62,25.78,27.36,42.21,9200.0,22,106,0.0,36.65
27.51,79.66,2.37,224.25,30.86,25.97,28.28,39.45,8500.0,17,160,0.0,38.42
30.47,84.44,2.07,4.31,40.6,28.93,30.5,41.42,4200.0,6,102,0.0,41.76
30.08,74.06,1.84,226.28,36.26,27.93,30.96,75.08,4200.0,7,158,0.0,46.76
28.98,91.41,1.2,0.0,37.35,28.17,29.18,80.09,3100.0,0,115,0.0,47.4
29.12,84.01,1.29,43.97,35.99,27.66,29.51,62.64,4200.0,22,138,0.0,42.25
28.8,81.54,0.5,13.88,34.5,27.04,29.2,73.88,4200.0,2,156,0.0,43.45
26.13,78.38,1.93,14.47,27.85,24.1,26.25,77.46,3100.0,23,96,0.0,35.7
29.1,74.29,1.25,34.41,33.79,26.61,29.43,41.17,4200.0,22,147,0.0,37.74
30.72,80.57,1.53,247.01,40.13,29.35,31.79,40.31,9200.0,7,138,0.0,46.86
28.56,82.43,2.88,11.58,34.03,26.87,28.48,38.28,8500.0,21,142,0.0,38.27
39.36,52.26,2.66,841.51,54.26,34.93,41.29,70.97,4200.0,14,154,4.0,63.8
26.0,81.33,5.0,7.48,27.71,24.24,25.67,46.37,4900.0,4,151,0.0,31.02
26.0,85.73,0.74,6.62,27.88,24.68,26.26,42.35,8500.0,2,106,0.0,35.36
27.73,91.84,4.37,0.0,33.21,26.97,27.38,66.54,4900.0,18,132,0.0,39.84
28.06,83.55,3.5,57.32,32.83,26.56,28.06,80.77,9200.0,0,114,0.0,42.12
39.71,54.29,1.89,843.35,56.95,35.85,42.14,78.39,4900.0,14,92,4.0,67.93
30.06,78.62,2.28,288.28,37.46,28.48,31.01,61.88,4200.0,7,168,0.0,45.65
26.5,81.3,6.0,31.99,28.76,24.76,26.09,76.39,3100.0,1,118,0.0,36.12
27.17,85.37,4.33,0.0,30.7,25.78,26.83,46.77,8500.0,2,121,0.0,35.33
28.76,84.37,1.27,106.32,34.98,27.51,29.41,74.24,9200.0,23,115,0.0,45.11
44.39,53.51,1.63,894.91,74.74,40.26,47.16,42.71,4900.0,13,105,3.0,72.96
26.72,91.77,3.06,11.61,30.1,25.98,26.69,67.25,4900.0,23,114,0.0,40.92
36.85,50.02,2.15,844.59,45.38,32.52,39.11,71.42,4900.0,13,143,3.0,59.79
41.88,51.95,4.54,804.76,62.94,36.76,42.56,73.98,3100.0,10,117,0.0,66.16
37.8,57.22,5.14,613.88,52.41,33.48,38.07,34.52,9200.0,15,162,5.0,54.17
30.47,84.3,3.91,0.0,40.56,28.91,30.04,79.71,8500.0,3,145,0.0,47.07
26.0,85.32,4.49,17.35,27.86,24.65,25.8,32.16,3100.0,19,154,0.0,30.83
26.0,84.17,1.79,0.0,27.82,24.51,26.06,77.14,9200.0,4,175,0.0,37.25
31.26,86.37,1.17,0.0,44.24,29.9,31.48,77.18,9200.0,21,169,0.0,50.28
31.07,82.84,3.32,44.35,42.16,29.41,30.96,81.34,8500.0,20,130,0.0,48.98
40.87,52.66,0.95,928.31,59.81,37.68,44.27,73.92,8500.0,13,140,3.0,72.58
27.59,86.7,5.24,0.0,31.99,26.32,27.08,45.36,4900.0,22,160,0.0,36.42
36.37,62.25,1.85,700.32,50.64,33.55,38.51,44.68,9200.0,15,167,5.0,57.58
35.17,73.84,0.9,224.68,53.32,33.01,36.47,79.18,9200.0,17,118,7.0,58.94
28.18,79.04,4.15,24.0,32.4,26.16,27.92,65.08,8500.0,6,172,0.0,36.91
35.87,58.63,0.5,722.71,47.0,34.14,39.07,77.84,4200.0,9,108,0.0,60.35
26.22,83.48,0.84,0.0,28.28,24.66,26.41,69.44,8500.0,6,155,0.0,38.22
27.64,84.57,0.74,0.0,31.85,26.16,27.88,47.91,4900.0,0,130,0.0,37.76
27.1,84.24,1.82,0.0,30.41,25.6,27.16,36.38,4200.0,22,134,0.0,36.26
27.88,89.52,5.69,0.0,33.3,26.89,27.28,76.52,9200.0,20,104,0.0,40.68
26.0,84.33,0.97,6.8,27.83,24.55,26.22,42.0,9200.0,18,92,0.0,34.76
40.34,60.53,6.27,689.61,64.52,36.31,40.04,43.82,4900.0,15,100,5.0,61.65
30.18,83.55,0.67,15.92,39.32,28.6,30.61,71.63,9200.0,18,142,0.0,45.96
29.5,93.4,2.38,54.38,39.85,28.99,29.73,50.47,4200.0,3,135,0.0,44.99
31.56,79.95,1.11,287.78,42.79,30.32,32.94,57.58,8500.0,17,119,0.0,50.26
27.0,90.58,4.55,28.8,30.8,26.16,26.79,80.32,8500.0,1,146,0.0,39.94
26.81,82.56,3.04,12.93,29.55,25.17,26.76,45.93,9200.0,0,107,0.0,34.4
41.11,46.24,5.24,834.76,55.59,35.12,41.48,36.6,4900.0,14,140,4.0,60.5
29.9,78.59,1.61,0.0,36.98,27.75,29.98,55.9,8500.0,4,137,0.0,41.92
26.0,81.84,1.78,0.0,27.73,24.28,26.06,34.27,3100.0,19,155,0.0,32.97
42.21,61.68,3.9,824.38,73.9,38.63,43.35,79.66,4200.0,10,97,0.0,73.0
40.42,57.28,3.02,662.52,61.98,36.23,41.73,67.47,4900.0,9,111,0.0,64.87
26.03,87.65,6.03,0.0,28.02,24.88,25.54,39.37,8500.0,1,95,0.0,32.54
30.03,79.64,4.08,0.0,37.65,27.98,29.56,38.52,8500.0,2,165,0.0,40.44
27.42,83.08,1.46,33.84,31.07,25.88,27.72,76.52,4900.0,22,146,0.0,39.4
30.37,81.18,1.72,31.01,39.19,28.55,30.6,40.58,9200.0,22,125,0.0,43.53
40.82,54.79,1.21,941.49,61.4,37.66,44.02,72.75,4900.0,11,168,1.0,71.51
29.7,87.67,1.74,3.13,38.88,28.5,29.8,76.89,8500.0,19,146,0.0,46.63
28.36,84.43,2.76,0.0,33.83,26.85,28.24,80.99,4900.0,4,138,0.0,43.23
27.14,81.22,2.42,4.41,30.19,25.34,27.13,57.13,9200.0,4,134,0.0,35.13
26.0,85.65,3.7,26.56,27.88,24.7,25.95,33.6,8500.0,5,171,0.0,33.0
35.66,58.97,6.96,516.17,46.53,31.51,35.17,69.81,9200.0,8,155,0.0,50.96
26.82,82.04,2.23,6.47,29.52,25.12,26.85,62.17,9200.0,1,166,0.0,36.29
30.76,90.19,3.2,0.0,43.79,29.81,30.51,78.25,8500.0,20,134,0.0,47.51
45.08,49.43,4.3,862.16,73.02,39.36,45.83,36.37,3100.0,11,168,1.0,69.65
30.13,89.47,2.65,42.33,41.05,29.19,30.23,39.59,4900.0,2,109,0.0,44.13
28.21,84.05,0.63,3.87,33.31,26.67,28.51,77.54,4900.0,19,153,0.0,42.62
29.08,88.49,3.41,96.73,36.98,28.13,29.22,44.91,8500.0,21,156,0.0,42.21
44.59,55.69,1.89,787.62,78.17,40.4,46.9,68.34,3100.0,11,172,1.0,75.9
29.52,81.65,2.66,33.11,36.65,27.76,29.55,47.41,4900.0,23,92,0.0,40.74
33.13,69.17,1.32,517.12,43.52,31.15,35.08,41.32,9200.0,16,143,0.0,50.99
36.11,64.93,0.96,692.51,51.36,34.22,38.82,46.96,8500.0,9,167,0.0,58.42
26.0,84.79,1.28,42.09,27.84,24.68,26.36,59.31,8500.0,23,153,0.0,36.62
40.92,48.34,3.8,952.86,56.55,35.66,42.36,66.7,3100.0,13,129,3.0,66.88
26.0,83.57,2.74,32.39,27.8,24.51,26.1,45.18,9200.0,22,148,0.0,34.89
33.87,66.98,0.77,452.46,44.9,31.79,35.95,77.94,3100.0,16,144,0.0,55.15
31.11,74.79,1.82,267.02,39.44,29.1,32.12,48.27,8500.0,17,151,0.0,45.24
30.34,84.7,2.58,10.11,40.21,28.83,30.28,65.35,8500.0,18,93,0.0,45.09
34.6,66.32,3.24,452.85,46.95,31.61,35.51,79.63,8500.0,16,149,0.0,55.78
40.91,49.75,2.39,869.74,57.62,36.1,43.04,47.09,4900.0,13,164,3.0,63.12
31.83,71.48,0.84,485.33,40.44,30.41,33.94,77.0,4900.0,8,119,0.0,53.49
30.78,77.92,3.04,246.14,39.44,28.94,31.37,75.83,4900.0,7,91,0.0,48.87
26.61,85.89,1.3,17.4,29.32,25.32,26.86,65.07,9200.0,1,151,0.0,39.42
42.26,52.23,0.59,962.92,64.64,39.76,46.21,43.65,9200.0,12,138,2.0,71.82
26.0,86.78,1.23,34.94,27.92,24.86,26.34,63.64,4900.0,6,98,0.0,38.34
35.51,67.0,1.63,436.51,50.44,32.82,37.08,78.06,8500.0,8,120,0.0,56.84
26.31,93.36,1.09,48.92,29.05,25.85,26.77,78.22,8500.0,21,150,0.0,40.43
28.92,82.35,2.28,0.0,35.04,27.19,28.88,76.65,9200.0,21,168,0.0,42.82
42.87,58.53,0.5,792.13,73.57,40.9,46.51,79.76,3100.0,10,137,0.0,74.76
42.53,53.12,4.84,935.72,66.53,37.67,43.28,71.44,9200.0,13,114,3.0,71.48
28.91,86.91,0.7,0.0,36.02,27.64,29.19,62.94,3100.0,3,125,0.0,44.37
40.45,48.23,3.81,939.45,54.95,35.2,41.88,77.18,4200.0,12,97,2.0,66.47
26.91,81.94,3.7,0.0,29.72,25.18,26.67,40.35,4200.0,1,162,0.0,33.44
30.51,88.12,0.81,0.0,42.03,29.35,30.81,71.96,3100.0,22,147,0.0,47.93
26.0,83.94,2.55,0.0,27.81,24.49,25.96,36.7,4900.0,4,134,0.0,31.5
40.6,50.64,0.5,795.61,57.24,37.64,44.11,47.43,9200.0,10,151,0.0,66.77
29.85,88.83,4.51,0.0,39.79,28.77,29.34,79.7,4900.0,5,128,0.0,45.75
35.02,79.34,2.71,264.09,56.19,33.27,35.69,80.67,4200.0,17,147,7.0,59.24
26.0,81.34,1.46,18.03,27.71,24.28,26.21,45.17,9200.0,20,170,0.0,34.15
36.38,60.72,2.9,645.92,49.78,32.95,37.83,70.83,4200.0,9,172,0.0,58.37
29.04,82.37,0.5,0.0,35.39,27.3,29.35,50.25,4200.0,3,153,0.0,40.48
35.93,64.7,1.45,446.01,50.61,33.02,37.61,42.99,3100.0,8,133,0.0,54.78
32.67,86.61,5.14,0.0,50.18,31.31,31.81,71.82,8500.0,5,118,0.0,49.19
30.72,84.81,1.0,0.0,41.61,29.2,30.97,39.58,4200.0,1,148,0.0,44.96
33.99,61.31,1.02,492.77,42.7,31.13,36.01,84.83,4200.0,16,160,0.0,55.92
27.96,90.47,2.15,6.64,33.7,27.08,28.02,63.44,9200.0,4,98,0.0,43.37
30.34,81.83,1.53,0.0,39.28,28.51,30.44,78.02,8500.0,5,95,0.0,46.06
42.83,48.2,2.53,931.77,63.06,37.65,44.98,67.71,3100.0,11,118,1.0,70.68
29.46,85.05,3.06,0.0,37.34,27.99,29.25,45.93,4200.0,22,147,0.0,41.72
27.72,88.56,1.6,48.03,32.64,26.75,28.07,63.32,9200.0,20,106,0.0,42.5
36.89,55.13,2.45,613.25,48.2,32.72,38.44,61.45,4900.0,9,105,0.0,56.66
26.36,81.74,2.69,0.0,28.47,24.62,26.28,45.57,4200.0,21,176,0.0,32.3
30.68,80.35,3.81,15.42,39.94,28.72,30.34,77.83,4200.0,20,92,0.0,44.44
29.07,88.79,2.63,14.11,37.0,28.01,29.06,65.11,4200.0,5,110,0.0,42.4
30.9,82.16,3.83,291.78,41.3,29.54,31.4,64.46,4200.0,7,153,0.0,49.11
26.0,88.53,1.56,96.78,27.98,25.17,26.55,64.05,4200.0,1,179,0.0,39.03
46.0,57.84,3.66,868.61,87.82,41.68,47.23,64.24,9200.0,11,125,1.0,77.19
44.37,46.93,3.5,954.74,67.49,38.58,45.86,47.1,9200.0,12,175,2.0,70.35
29.68,80.84,5.55,18.56,36.93,27.79,29.02,62.21,8500.0,20,151,0.0,42.3
27.34,79.93,0.5,0.0,30.51,25.4,27.6,30.62,4200.0,6,131,0.0,34.72
37.58,64.97,1.26,699.03,56.92,35.36,40.12,45.17,4200.0,9,165,0.0,62.86
40.69,52.36,2.04,954.53,58.92,36.61,43.27,80.55,8500.0,12,131,2.0,69.27
34.53,68.8,4.98,455.75,48.0,31.7,34.8,36.43,8500.0,16,150,0.0,48.43
27.88,86.7,1.35,0.0,32.83,26.61,28.02,81.6,4200.0,20,102,0.0,42.7
43.07,47.81,2.17,985.02,63.55,38.04,45.59,73.03,3100.0,13,100,3.0,73.89
27.39,80.77,0.5,0.0,30.71,25.53,27.64,79.91,3100.0,1,143,0.0,40.15
26.0,88.07,3.94,46.08,27.97,24.96,25.99,44.98,9200.0,21,105,0.0,35.09
42.96,55.46,1.73,801.11,70.7,38.99,45.42,73.28,9200.0,10,97,0.0,72.36
27.37,83.05,1.34,83.95,30.94,25.96,27.9,63.78,8500.0,0,148,0.0,40.5
28.85,89.39,3.29,38.9,36.42,27.9,28.82,77.0,8500.0,18,146,0.0,46.19
28.15,84.33,4.62,6.68,33.19,26.64,27.74,49.26,4900.0,20,129,0.0,38.14
28.55,90.18,3.13,0.0,35.58,27.62,28.38,64.27,9200.0,3,148,0.0,43.17
28.85,77.12,3.7,0.0,33.75,26.58,28.51,71.88,4900.0,18,91,0.0,39.7
26.0,87.94,0.92,0.87,27.96,24.88,26.2,36.73,4200.0,20,165,0.0,34.68
41.49,53.14,1.23,851.06,62.53,37.76,44.44,34.06,4200.0,10,99,0.0,67.25
32.7,77.48,4.22,230.63,45.8,30.67,32.82,78.61,3100.0,7,133,0.0,51.56
39.94,56.24,5.98,826.72,59.3,35.51,40.07,76.8,3100.0,10,100,0.0,65.56
28.77,82.13,3.9,0.0,34.56,27.02,28.42,37.16,8500.0,3,168,0.0,37.23
34.52,65.75,1.92,469.91,46.39,31.73,36.04,62.79,4900.0,16,169,0.0,54.07
27.02,79.41,3.58,0.0,29.73,25.04,26.79,40.25,4900.0,6,170,0.0,31.95
34.53,80.87,3.91,276.19,55.01,32.91,34.8,60.02,3100.0,7,179,0.0,55.59
27.99,80.2,0.5,33.7,32.09,26.2,28.48,73.49,4200.0,2,91,0.0,39.93
29.58,81.4,0.5,20.63,36.78,27.82,30.05,67.01,3100.0,21,139,0.0,43.93
26.0,78.83,2.16,6.5,27.62,24.0,26.04,69.75,3100.0,1,101,0.0,34.58
29.24,83.36,2.04,0.0,36.22,27.6,29.24,38.81,3100.0,22,179,0.0,40.89
39.71,56.64,4.07,897.89,58.76,35.68,41.0,65.43,9200.0,14,112,4.0,65.93
26.0,87.26,3.62,47.86,27.94,24.89,26.04,70.87,3100.0,23,107,0.0,37.1
29.23,86.82,3.36,0.0,37.06,27.95,28.98,33.41,3100.0,21,151,0.0,40.35
28.98,82.9,1.61,0.0,35.32,27.3,29.07,71.31,4200.0,21,151,0.0,43.2
30.56,88.99,1.08,43.28,42.52,29.61,31.05,72.4,3100.0,4,127,0.0,48.63
30.11,88.31,1.61,2.58,40.57,28.97,30.24,38.25,8500.0,23,156,0.0,43.03
31.04,79.04,2.76,0.0,40.68,28.9,30.84,57.21,3100.0,0,127,0.0,43.99
29.91,83.4,3.21,128.64,38.35,28.47,30.15,59.38,9200.0,3,156,0.0,44.85
38.8,56.21,2.95,812.02,55.14,34.86,40.54,56.71,3100.0,14,150,4.0,62.34
26.91,78.03,0.5,0.0,29.36,24.79,27.14,44.84,9200.0,19,90,0.0,34.81
29.84,80.29,2.61,0.0,37.26,27.86,29.7,67.49,4900.0,18,134,0.0,42.43
26.55,91.06,0.67,48.5,29.55,25.9,27.08,65.96,3100.0,2,117,0.0,41.12
27.67,90.03,0.89,47.21,32.73,26.88,28.17,38.03,3100.0,19,110,0.0,39.96
40.75,59.55,0.61,809.27,65.32,38.81,44.22,37.72,9200.0,10,102,0.0,68.19
36.31,68.84,1.13,444.23,54.59,34.03,38.19,69.2,9200.0,16,116,6.0,60.09
39.11,46.55,0.53,1022.52,49.75,36.51,43.2,69.18,4900.0,12,96,2.0,68.42
37.92,48.44,0.79,829.57,47.49,34.32,41.12,45.4,3100.0,10,111,0.0,59.31
26.7,78.63,1.6,0.0,28.99,24.65,26.77,73.32,9200.0,1,163,0.0,36.49
34.62,70.31,0.98,480.79,49.15,32.81,36.69,76.35,4900.0,8,142,0.0,58.39
29.41,82.46,3.26,0.0,36.51,27.67,29.15,67.92,9200.0,1,168,0.0,41.65
28.3,86.8,0.81,12.35,34.1,27.07,28.64,46.4,4900.0,20,168,0.0,41.44
34.58,75.28,2.1,442.84,51.8,32.81,35.98,41.65,4200.0,8,93,0.0,53.57
